Season,Episode Number,Episode Title,Character,Dialogue,Main Characters,Minor Characters,Antagonists,Locations
3,2,The Headband,Zuko,"I don't hate you too. [They kiss, but are interrupted by Azula.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Azula,"Ahem. [They turn to look at her, clearly annoyed.] Zuko, could I have a word with you?","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Zuko,Can't you see we're busy? [They kiss again.],"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Azula,"Oh Mai, Ty Lee needs your help untangling her braid.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Mai,"[Stands up, smiling.] Sounds pretty serious. [Leaves, but throws an angry glance at Azula behind her back.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Azula,"So, I've heard you've been to visit your uncle fatso in the prison tower.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Zuko,[Standing angrily.] That guard told you.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Azula,No. You did. Just now.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Zuko,"[Sits back down.] Okay, you caught me. What is it that you want, Azula?","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Azula,"Actually, nothing. Believe it or not, I'm looking out for you. If people find out you've been to see Uncle, they'll think you're plotting with him. Just be careful, Dum-Dum.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Sokka,"[Frontal shot, still acting as Wang Fire.] That settles it! No more school for you, young man! [Strokes his beard.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"I'm not ready to leave yet. I'm having fun for once, just being a normal kid. You don't know what it's like, Sokka. You get to be normal all the time.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Toph,Ha ha! [Sokka glares at her.],"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"Listen guys, those kids at school are the future of the Fire Nation. If we want to change this place for the better, we need to show them a little taste of freedom.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Sokka,What could you possibly do for a country of depraved little fire monsters?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"I'm gonna throw them, [Starts dancing.] a secret dance party! [Everybody stares at Aang.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Sokka,[In Wang Fire voice.] Go to your room!,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Sokka,[Placing a candle.] I can't believe we're having a dance party. It seems so ... silly.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"Don't think of it as a dance party, but as a cultural event celebrating the art of fancy footwork! [Dances.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Toph,[Feeling their approach.] They're coming! Everyone stop bending.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"[To Appa.] Sorry buddy, you should probably wait out back. [Appa grumbles as Aang herds him into the back.] I know, you got fancier feet than anybody. And six of 'em! [Turns around with his hands on his hips, grinning widely.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"[Jumps in front of the stage.] Ladies and gentlemen, the Flamey-O's! [To himself.] Yeah, this ought to get everybody moving. [He looks around at the kids standing shyly at the edge of the cave.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Shoji,Now what do we do?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,This is when you start dancing.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Male student #1,[Shyly hiding his face behind his collar.] I don't think my parents want me dancing in a cave ...,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Male student #2,[Runs in front of the camera.] Yeah! What if someone finds out?! [Looks around nervously before exiting left.],"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"Oh boy. Listen guys, dancing isn't something you think about. It's a form of self-expression that no one can ever take away from you.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Shoji,"Maybe it was different in the colonies, Kuzon, but we don't do that here.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"Sure you do, you have for generations! It just so happens that I know several classic Fire Nation dances. A hundred years ago, this was known as the 'Phoenix Flight'. [The students ooh and aah as Aang runs low to the ground.] And, this was the 'Camelephant Strut'.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Toph,[To Katara.] Who knew Twinkle Toes could dance?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Zuko,"[Sliding food into Iroh's cell as Iroh keeps his back to him.] I brought you some komodo chicken. I know you don't care for it, but I figure it beats prison food. I admit it, I have everything I always wanted, but it's not as all how I thought it would be. The truth is, I need your advice. [Grips the bars.] I think the Avatar is still alive, I know he's out there, I'm losing my mind. [Iroh does not respond. Desperately.] Please, Uncle, I'm so confused I need your help. [Iroh still has nothing to say to him. Angrily.] Forget it, I'll solve it myself! Waste away in here for all I care! [He glances back before leaving, and a tear slides down Iroh's face.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,And this is how they do it in the ballrooms of Ba Sing Se. [He starts tapping his feet from side to side and On Ji joins him.],"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Sokka,"[Watching as Aang dances with On Ji.] Wow, they look pretty good together.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Katara,"[Barely hiding her envy as she looks away.] Eh, if that's what you like ... [She looks back surreptitiously.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"Yeah, that's it! That's the sound of happy feet. [The rest of the kids start dancing with them.] All right, go with that! Everybody freestyle!","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Katara,"[Looks away nervously.] I don't know, Aang. [Starts nervously pulling her hair.] These shoes aren't really right for dancing, and I-I'm not sure that I know how to-","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,[Smiling.] Take my hand.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Katara,[Smiles back.] Okay.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Katara,"[Looking around.] Aang, everyone's watching.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,Don't worry about them. [Smiles.] It's just you and me right now.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Headmaster,"It is a dancing party. [Turns to Hide standing behind him.] You did the right thing by telling me, Hide.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Hide,"[Bows.] Anytime, Headmaster sir.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Male student #1,"[Waving a hand in the air.] This is incredible! It's like my inhibitions just disappear! [He sees the Headmaster come into the cave, and immediately stops dancing and attempts to shrink into his robes.] Okay, they're back again.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Headmaster,[Pointing.] He's the one we want! The boy with the headband!,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"Uh-oh. [Aang starts running away through the crowd as the soldiers chase him. One soldier sees a boy with a headband, and grabs him.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Male soldier #1,"Gotcha! [The boy turns, but the guard is confused upon seeing a different boy there.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Shoji,Looking for me?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Headmaster,That's not the one. He's here somewhere. Don't let him leave the cave!,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,On Ji,Yes?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Male student #2,[Picking his nose.] Hi there.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Male student #1,How're we doing?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Female student #1,Looking for someone?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,On Ji,Who are you looking for?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Female Student #1,Do you need something?,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Student,Over here.,"Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Headmaster,"[To one of the soldiers, who starts dancing.] Stop that! [To another soldier, who is tapping her foot.] Stop that!","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Katara,"We're safe Sokka, you can take off the mustache, now.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Sokka,"[He is seen with his Wang Fire mustache on and begins stroking it.] Oh, no, I can't. It's permanently glued to my skin.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Toph,"[To Aang.] Way to go, dancy pants. I think you really did help those kids, you taught them to be free.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Aang,"I don't know, it was just a dance party, that's all.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Katara,"Well, that was some dance party Aang. [She kisses him on the cheek, and Aang blushes.]","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Sokka,"[Clapping lightly.] Flamey-O, sir ... Flamey-O.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,2,The Headband,Zuko,"You're sure you weren't followed? I've heard about you. They say you're good at what you do, and even better at keeping secrets. The Avatar is alive. I want you to find him, and end him.","Aang, Katara, On Ji, Shoji, Sokka, Toph","Combustion Man, Fire Nation music teacher, Fire Nation school students, Iroh, Mai, Ms. Kwan","Azula, Headmaster, Hide, Zuko","Beach cave, Capital City Prison, Fire Nation Royal Palace, Fire Nation school, Hari Bulkan"
3,3,The Painted Lady,Aang,"Momo! [Dives into the water.] Oh Momo! [Dives again and Momo flies to Aang.] Hahahahaha! You found me, buddy! [Looks down at the water in distaste and airbends up to Appa's saddle, where he stands dripping in sludge.] Hey guys, I think this river's polluted. [Airbends mud off himself, splattering the rest of Team Avatar with mud, which causes them to cry out in disgust.]","Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Toph,"[Tastes mud on her mouth, and spits.] Pah! Plegh! [Aang airbends again, blowing the rest of the mud back into the river and messing up their hair.]","Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Sokka,"Well that explains why I can't catch a fish around here, because normally my fishing skills are off the hook! [Holds up a fishing hook. The gang is unamused as Aang sits back down.] Get it? Like a fishing hook? [Grinning.]","Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Toph,[Countering.] Too bad your skills aren't on the hook.,"Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Katara,"It looks like we'll need to go somewhere else to get food, [Unrolls a long scroll in front of her.] assuming that'll fit into Sokka's master schedule.","Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Sokka,Hmmm ... It's doable. But that means only two potty breaks today.,"Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Aang,"Hey, maybe we can get food there! [Points at a village in the middle of the river.]","Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Aang,"Now you look just like a little hill with horns! Bye, buddy!","Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Toph,I don't feel anything. Where is the village?,"Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Sokka,It's in the middle of the river! [Pointing at the village.],"Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Dock,Sure is! My name's Dock. Mind if I ask who you are?,"Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Katara,We're um ... from the Earth Kingdom colonies.,"Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Dock,"Wow ... Colonials. Hop on, I give you ride in the town.","Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
3,3,The Painted Lady,Katara,Why do you guys live on the river? [Looking at the village.],"Aang, Katara, Sokka, Toph","Appa, Dock/Xu/Bushi, Jang Hui boy, Momo, Painted Lady","Fire Nation guards, Mung","Fire Nation Army factory, Jang Hui, Jang Hui River"
